Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates,,,
,,TIMESPAN:Timespan,2000-01-01_2023-12-31:,14/11/2024,2024-11-18 01:17 CET,BIS,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/EER,,,
,,,,,,,,,,,,
DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2009,F:Free,,A:Normal value,85.89
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2009,F:Free,,A:Normal value,85.18
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2009,F:Free,,A:Normal value,84.74
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2009,F:Free,,A:Normal value,85.15
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2010,F:Free,,A:Normal value,85.61
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2010,F:Free,,A:Normal value,86.44
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2010,F:Free,,A:Normal value,87.21
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2010,F:Free,,A:Normal value,87.66
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2010,F:Free,,A:Normal value,90.51
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2010,F:Free,,A:Normal value,92.94
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2010,F:Free,,A:Normal value,93.56
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2010,F:Free,,A:Normal value,95.57
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2010,F:Free,,A:Normal value,96.59
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2010,F:Free,,A:Normal value,96.61
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2010,F:Free,,A:Normal value,97.12
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2010,F:Free,,A:Normal value,96.3
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2011,F:Free,,A:Normal value,94.31
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2011,F:Free,,A:Normal value,92.99
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2011,F:Free,,A:Normal value,92.49
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2011,F:Free,,A:Normal value,92.16
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2011,F:Free,,A:Normal value,91.19
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2011,F:Free,,A:Normal value,90.61
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2011,F:Free,,A:Normal value,90.2
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2011,F:Free,,A:Normal value,91.07
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2011,F:Free,,A:Normal value,92.47
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2011,F:Free,,A:Normal value,93.66
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2011,F:Free,,A:Normal value,93.45
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2011,F:Free,,A:Normal value,92.36
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2012,F:Free,,A:Normal value,91.25
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,29/02/2012,F:Free,,A:Normal value,89.45
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2012,F:Free,,A:Normal value,87.58
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2012,F:Free,,A:Normal value,87.44
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2012,F:Free,,A:Normal value,89.26
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2012,F:Free,,A:Normal value,90.42
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2012,F:Free,,A:Normal value,92.37
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2012,F:Free,,A:Normal value,95.7
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2012,F:Free,,A:Normal value,91.35
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2012,F:Free,,A:Normal value,89.82
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2012,F:Free,,A:Normal value,88.37
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2012,F:Free,,A:Normal value,87.6
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2013,F:Free,,A:Normal value,85.58
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2013,F:Free,,A:Normal value,86.22
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2013,F:Free,,A:Normal value,89.83
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2013,F:Free,,A:Normal value,94.39
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2013,F:Free,,A:Normal value,92.98
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2013,F:Free,,A:Normal value,91.86
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2013,F:Free,,A:Normal value,92.14
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2013,F:Free,,A:Normal value,93.27
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2013,F:Free,,A:Normal value,91.93
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2013,F:Free,,A:Normal value,90.66
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2013,F:Free,,A:Normal value,91
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2013,F:Free,,A:Normal value,93.56
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2014,F:Free,,A:Normal value,95.3
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2014,F:Free,,A:Normal value,96.54
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2014,F:Free,,A:Normal value,96.92
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2014,F:Free,,A:Normal value,97.37
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2014,F:Free,,A:Normal value,97.19
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2014,F:Free,,A:Normal value,96.98
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2014,F:Free,,A:Normal value,96.77
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2014,F:Free,,A:Normal value,96.54
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2014,F:Free,,A:Normal value,96.34
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2014,F:Free,,A:Normal value,96.34
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2014,F:Free,,A:Normal value,95.72
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2014,F:Free,,A:Normal value,96.34
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2015,F:Free,,A:Normal value,95.18
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2015,F:Free,,A:Normal value,96.2
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2015,F:Free,,A:Normal value,95.78
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2015,F:Free,,A:Normal value,96.14
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2015,F:Free,,A:Normal value,96.5
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2015,F:Free,,A:Normal value,96.73
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2015,F:Free,,A:Normal value,96.97
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2015,F:Free,,A:Normal value,98.62
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2015,F:Free,,A:Normal value,101.34
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2015,F:Free,,A:Normal value,102.43
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2015,F:Free,,A:Normal value,101.82
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2015,F:Free,,A:Normal value,102.29
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2016,F:Free,,A:Normal value,103.16
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,29/02/2016,F:Free,,A:Normal value,103.3
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2016,F:Free,,A:Normal value,103.7
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2016,F:Free,,A:Normal value,104.44
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2016,F:Free,,A:Normal value,104.99
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2016,F:Free,,A:Normal value,105.95
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2016,F:Free,,A:Normal value,108.89
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2016,F:Free,,A:Normal value,111.53
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2016,F:Free,,A:Normal value,114.54
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2016,F:Free,,A:Normal value,117.25
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2016,F:Free,,A:Normal value,121.52
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2016,F:Free,,A:Normal value,123.55
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2017,F:Free,,A:Normal value,120.86
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2017,F:Free,,A:Normal value,123.1
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2017,F:Free,,A:Normal value,125.23
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2017,F:Free,,A:Normal value,123.73
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2017,F:Free,,A:Normal value,130.06
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2017,F:Free,,A:Normal value,130.57
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2017,F:Free,,A:Normal value,124.32
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2017,F:Free,,A:Normal value,120.3
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2017,F:Free,,A:Normal value,118.85
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2017,F:Free,,A:Normal value,121.32
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2017,F:Free,,A:Normal value,123.22
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2017,F:Free,,A:Normal value,121.81
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2018,F:Free,,A:Normal value,120.81
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2018,F:Free,,A:Normal value,121.76
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2018,F:Free,,A:Normal value,123.6
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2018,F:Free,,A:Normal value,124.28
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2018,F:Free,,A:Normal value,123
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2018,F:Free,,A:Normal value,121.1
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2018,F:Free,,A:Normal value,122.28
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2018,F:Free,,A:Normal value,122.95
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2018,F:Free,,A:Normal value,119.13
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2018,F:Free,,A:Normal value,113.65
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2018,F:Free,,A:Normal value,108.74
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2018,F:Free,,A:Normal value,110.21
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2019,F:Free,,A:Normal value,111.02
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2019,F:Free,,A:Normal value,111.15
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2019,F:Free,,A:Normal value,111.38
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2019,F:Free,,A:Normal value,111.6
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2019,F:Free,,A:Normal value,110.2
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2019,F:Free,,A:Normal value,107.94
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2019,F:Free,,A:Normal value,108.26
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2019,F:Free,,A:Normal value,110.61
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2019,F:Free,,A:Normal value,110.23
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2019,F:Free,,A:Normal value,110.19
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2019,F:Free,,A:Normal value,110.67
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2019,F:Free,,A:Normal value,111.42
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2020,F:Free,,A:Normal value,109.92
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,29/02/2020,F:Free,,A:Normal value,108.88
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2020,F:Free,,A:Normal value,103.23
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2020,F:Free,,A:Normal value,97.82
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2020,F:Free,,A:Normal value,97.77
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/06/2020,F:Free,,A:Normal value,100.98
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/07/2020,F:Free,,A:Normal value,97.63
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/08/2020,F:Free,,A:Normal value,96.38
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/09/2020,F:Free,,A:Normal value,95.86
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/10/2020,F:Free,,A:Normal value,95.27
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/11/2020,F:Free,,A:Normal value,95.8
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/12/2020,F:Free,,A:Normal value,100.45
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/01/2021,F:Free,,A:Normal value,99.17
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,28/02/2021,F:Free,,A:Normal value,99.51
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/03/2021,F:Free,,A:Normal value,101.9
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,30/04/2021,F:Free,,A:Normal value,102.78
"BIS,WS_EER,1.0",M.N.B.IS,M:Monthly,N:Nominal,B:Broad (64 economies),IS:Iceland,"Index, 2020 = 100",,31/05/2021,F:Free,,A:Normal value,103.63
