Time Series Search Export,Search term,Search filters,,Last update of Effective exchange rates data,Downloaded at,Source,Source URL,Download URL,About Effective exchange rates,,,
,,TIMESPAN:Timespan,2000-01-01_2023-12-31:,14/11/2024,2024-11-18 01:17 CET,BIS,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB,https://data.bis.org/topics/EER/data?filter=TIMESPAN%3D2000-01-01_2023-12-31%255EFREQ%3DM%255EEER_TYPE%3DN%255EEER_BASKET%3DB%255EREF_AREA_TXT%3DDenmark%257CIceland%257CNorway%257CSweden%257CUnited%2520Kingdom&data_view=timeseries&selected_ts=BIS%2CWS_EER%2C1.0%255EM.N.B.DK%2BIS%2BNO%2BSE%2BGB&file_format=csv&format=long&split_frequencies=false&transposed=false&include=code%2Clabel,https://data.bis.org/topics/EER,,,
,,,,,,,,,,,,
DATAFLOW_ID:Dataflow ID,KEY:Timeseries Key,FREQ:Frequency,EER_TYPE:Type,EER_BASKET:Basket,REF_AREA:Reference area,Unit,Unit multiplier,TIME_PERIOD:Period,OBS_CONF:Confidentiality,OBS_PRE_BREAK:Pre-break value,OBS_STATUS:Status,OBS_VALUE:Value
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2010,F:Free,,A:Normal value,94.37
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2010,F:Free,,A:Normal value,95.16
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2010,F:Free,,A:Normal value,94.99
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2010,F:Free,,A:Normal value,95
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2010,F:Free,,A:Normal value,96.53
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2010,F:Free,,A:Normal value,96.04
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2010,F:Free,,A:Normal value,94.83
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2011,F:Free,,A:Normal value,94.64
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2011,F:Free,,A:Normal value,95.05
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2011,F:Free,,A:Normal value,95.91
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2011,F:Free,,A:Normal value,96.66
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2011,F:Free,,A:Normal value,96.33
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2011,F:Free,,A:Normal value,96.57
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2011,F:Free,,A:Normal value,96.2
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2011,F:Free,,A:Normal value,96.55
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2011,F:Free,,A:Normal value,96.09
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2011,F:Free,,A:Normal value,96.27
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2011,F:Free,,A:Normal value,96.12
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2011,F:Free,,A:Normal value,95.32
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2012,F:Free,,A:Normal value,94.16
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,29/02/2012,F:Free,,A:Normal value,94.28
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2012,F:Free,,A:Normal value,94.41
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2012,F:Free,,A:Normal value,94.27
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2012,F:Free,,A:Normal value,93.95
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2012,F:Free,,A:Normal value,93.56
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2012,F:Free,,A:Normal value,92.23
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2012,F:Free,,A:Normal value,91.83
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2012,F:Free,,A:Normal value,92.93
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2012,F:Free,,A:Normal value,93.2
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2012,F:Free,,A:Normal value,92.9
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2012,F:Free,,A:Normal value,93.57
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2013,F:Free,,A:Normal value,94.15
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2013,F:Free,,A:Normal value,94.55
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2013,F:Free,,A:Normal value,93.72
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2013,F:Free,,A:Normal value,93.9
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2013,F:Free,,A:Normal value,94.1
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2013,F:Free,,A:Normal value,95.07
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2013,F:Free,,A:Normal value,95.09
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2013,F:Free,,A:Normal value,95.73
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2013,F:Free,,A:Normal value,95.68
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2013,F:Free,,A:Normal value,96.14
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2013,F:Free,,A:Normal value,96.24
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2013,F:Free,,A:Normal value,96.98
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2014,F:Free,,A:Normal value,96.84
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2014,F:Free,,A:Normal value,97.01
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2014,F:Free,,A:Normal value,97.49
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2014,F:Free,,A:Normal value,97.43
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2014,F:Free,,A:Normal value,97.06
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2014,F:Free,,A:Normal value,96.8
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2014,F:Free,,A:Normal value,96.78
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2014,F:Free,,A:Normal value,96.41
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2014,F:Free,,A:Normal value,95.75
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2014,F:Free,,A:Normal value,95.49
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2014,F:Free,,A:Normal value,95.58
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2014,F:Free,,A:Normal value,96.15
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2015,F:Free,,A:Normal value,94.46
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2015,F:Free,,A:Normal value,93.47
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2015,F:Free,,A:Normal value,91.79
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2015,F:Free,,A:Normal value,91.26
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2015,F:Free,,A:Normal value,92.24
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2015,F:Free,,A:Normal value,92.82
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2015,F:Free,,A:Normal value,92.51
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2015,F:Free,,A:Normal value,93.86
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2015,F:Free,,A:Normal value,94.47
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2015,F:Free,,A:Normal value,94.21
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2015,F:Free,,A:Normal value,92.81
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2015,F:Free,,A:Normal value,93.68
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2016,F:Free,,A:Normal value,94.44
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,29/02/2016,F:Free,,A:Normal value,95.16
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2016,F:Free,,A:Normal value,94.6
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2016,F:Free,,A:Normal value,95
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2016,F:Free,,A:Normal value,95.33
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2016,F:Free,,A:Normal value,95.23
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2016,F:Free,,A:Normal value,95.24
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2016,F:Free,,A:Normal value,95.38
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2016,F:Free,,A:Normal value,95.42
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2016,F:Free,,A:Normal value,95.5
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2016,F:Free,,A:Normal value,95.5
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2016,F:Free,,A:Normal value,94.98
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2017,F:Free,,A:Normal value,95
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2017,F:Free,,A:Normal value,94.6
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2017,F:Free,,A:Normal value,94.87
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2017,F:Free,,A:Normal value,94.72
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2017,F:Free,,A:Normal value,95.74
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2017,F:Free,,A:Normal value,96.23
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2017,F:Free,,A:Normal value,96.82
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2017,F:Free,,A:Normal value,97.43
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2017,F:Free,,A:Normal value,97.37
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2017,F:Free,,A:Normal value,97.31
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2017,F:Free,,A:Normal value,97.57
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2017,F:Free,,A:Normal value,97.79
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2018,F:Free,,A:Normal value,97.89
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2018,F:Free,,A:Normal value,98.19
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2018,F:Free,,A:Normal value,98.4
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2018,F:Free,,A:Normal value,98.55
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2018,F:Free,,A:Normal value,98.05
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2018,F:Free,,A:Normal value,97.98
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2018,F:Free,,A:Normal value,98.62
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2018,F:Free,,A:Normal value,98.98
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2018,F:Free,,A:Normal value,99.45
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2018,F:Free,,A:Normal value,98.85
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2018,F:Free,,A:Normal value,98.4
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2018,F:Free,,A:Normal value,98.4
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2019,F:Free,,A:Normal value,98.1
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2019,F:Free,,A:Normal value,98
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2019,F:Free,,A:Normal value,97.81
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2019,F:Free,,A:Normal value,97.69
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2019,F:Free,,A:Normal value,98.26
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2019,F:Free,,A:Normal value,98.4
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2019,F:Free,,A:Normal value,98.01
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2019,F:Free,,A:Normal value,98.75
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2019,F:Free,,A:Normal value,98.31
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2019,F:Free,,A:Normal value,98.31
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2019,F:Free,,A:Normal value,97.88
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2019,F:Free,,A:Normal value,97.76
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2020,F:Free,,A:Normal value,97.57
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,29/02/2020,F:Free,,A:Normal value,97.41
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2020,F:Free,,A:Normal value,99.66
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2020,F:Free,,A:Normal value,99.71
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2020,F:Free,,A:Normal value,99.55
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2020,F:Free,,A:Normal value,99.99
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2020,F:Free,,A:Normal value,100.44
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2020,F:Free,,A:Normal value,101.17
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2020,F:Free,,A:Normal value,101.34
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2020,F:Free,,A:Normal value,101.31
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2020,F:Free,,A:Normal value,100.69
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2020,F:Free,,A:Normal value,101.16
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2021,F:Free,,A:Normal value,100.84
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2021,F:Free,,A:Normal value,100.46
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/03/2021,F:Free,,A:Normal value,100.46
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/04/2021,F:Free,,A:Normal value,100.65
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/05/2021,F:Free,,A:Normal value,100.8
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/06/2021,F:Free,,A:Normal value,100.48
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/07/2021,F:Free,,A:Normal value,100.37
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/08/2021,F:Free,,A:Normal value,100.24
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/09/2021,F:Free,,A:Normal value,100.15
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/10/2021,F:Free,,A:Normal value,99.59
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,30/11/2021,F:Free,,A:Normal value,99.43
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/12/2021,F:Free,,A:Normal value,99.77
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,31/01/2022,F:Free,,A:Normal value,99.51
"BIS,WS_EER,1.0",M.N.B.DK,M:Monthly,N:Nominal,B:Broad (64 economies),DK:Denmark,"Index, 2020 = 100",,28/02/2022,F:Free,,A:Normal value,99.76
